hypervectorSize, inputQuant, classVectorQuant, trainIteration, numCorrect
8000, 2, 2, 9, 1309
8000, 2, 2, 10, 1327
8000, 2, 2, 11, 1341
8000, 2, 2, 12, 1333
8000, 2, 2, 13, 1348
8000, 2, 2, 14, 1331
8000, 2, 2, 15, 1327
8000, 2, 2, 16, 1327
8000, 2, 2, 17, 1373
8000, 2, 2, 18, 1378
8000, 2, 2, 19, 1383
8000, 2, 2, 20, 1380
8000, 4, 2, 1, 1268
8000, 4, 2, 2, 1252
8000, 4, 2, 3, 1260
8000, 4, 2, 4, 1277
8000, 4, 2, 5, 1236
8000, 4, 2, 6, 1260
8000, 4, 2, 7, 1235
8000, 4, 2, 8, 1175
8000, 4, 2, 9, 1200
8000, 4, 2, 10, 1143
8000, 4, 2, 11, 1178
8000, 4, 2, 12, 1141
8000, 4, 2, 13, 1128
8000, 4, 2, 14, 1057
8000, 8, 2, 1, 1283
8000, 8, 2, 2, 1269
8000, 8, 2, 3, 1282
8000, 8, 2, 4, 1300
8000, 8, 2, 5, 1273
8000, 8, 2, 6, 1278
8000, 8, 2, 7, 1308
8000, 8, 2, 8, 1313
8000, 8, 2, 9, 1342
8000, 8, 2, 10, 1329
8000, 8, 2, 11, 1343
8000, 8, 2, 12, 1336
8000, 8, 2, 13, 1345
8000, 8, 2, 14, 1334
8000, 8, 2, 15, 1367
8000, 8, 2, 16, 1376
8000, 8, 2, 17, 1391
8000, 8, 2, 18, 1392
8000, 8, 2, 19, 1395
8000, 8, 2, 20, 1396
8000, 16, 2, 1, 1279
8000, 16, 2, 2, 1267
8000, 16, 2, 3, 1291
8000, 16, 2, 4, 1302
8000, 16, 2, 5, 1282
8000, 16, 2, 6, 1273
8000, 16, 2, 7, 1270
8000, 16, 2, 8, 1299
8000, 16, 2, 9, 1321
8000, 16, 2, 10, 1321
8000, 16, 2, 11, 1330
8000, 16, 2, 12, 1329
8000, 16, 2, 13, 1344
8000, 16, 2, 14, 1345
8000, 16, 2, 15, 1363
8000, 16, 2, 16, 1383
8000, 16, 2, 17, 1385
8000, 16, 2, 18, 1385
8000, 16, 2, 19, 1386
8000, 16, 2, 20, 1389
8000, 32, 2, 1, 1285
8000, 32, 2, 2, 1259
8000, 32, 2, 3, 1276
8000, 32, 2, 4, 1301
8000, 32, 2, 5, 1275
8000, 32, 2, 6, 1284
8000, 32, 2, 7, 1300
8000, 32, 2, 8, 1330
8000, 32, 2, 9, 1334
8000, 32, 2, 10, 1328
8000, 32, 2, 11, 1348
8000, 32, 2, 12, 1352
8000, 32, 2, 13, 1351
8000, 32, 2, 14, 1348
8000, 32, 2, 15, 1339
8000, 32, 2, 16, 1345
8000, 32, 2, 17, 1332
8000, 32, 2, 18, 1360
8000, 32, 2, 19, 1380
8000, 32, 2, 20, 1387
8000, 64, 2, 1, 1275
8000, 64, 2, 2, 1276
8000, 64, 2, 3, 1284
8000, 64, 2, 4, 1311
8000, 64, 2, 5, 1308
8000, 64, 2, 6, 1310
8000, 64, 2, 7, 1325
8000, 64, 2, 8, 1318
8000, 64, 2, 9, 1310
8000, 64, 2, 10, 1310
8000, 64, 2, 11, 1341
8000, 64, 2, 12, 1359
8000, 64, 2, 13, 1378
8000, 64, 2, 14, 1387
8000, 64, 2, 15, 1394
8000, 64, 2, 16, 1394
8000, 64, 2, 17, 1396
8000, 64, 2, 18, 1396
8000, 64, 2, 19, 1391
8000, 64, 2, 20, 1391
8000, 2, 4, 1, 1348
8000, 2, 4, 2, 1376
8000, 2, 4, 3, 1367
8000, 2, 4, 4, 1358
8000, 2, 4, 5, 1354
8000, 2, 4, 6, 1378
8000, 2, 4, 7, 1374
8000, 2, 4, 8, 1379
8000, 2, 4, 9, 1374
8000, 2, 4, 10, 1425
8000, 2, 4, 11, 1430
8000, 2, 4, 12, 1430
8000, 2, 4, 13, 1430
8000, 2, 4, 14, 1430
8000, 2, 4, 15, 1437
8000, 2, 4, 16, 1429
8000, 2, 4, 17, 1432
8000, 2, 4, 18, 1427
8000, 2, 4, 19, 1427
8000, 2, 4, 20, 1428
8000, 4, 4, 1, 1351
8000, 4, 4, 2, 1382
8000, 4, 4, 3, 1372
8000, 4, 4, 4, 1375
8000, 4, 4, 5, 1387
8000, 4, 4, 6, 1424
8000, 4, 4, 7, 1434
8000, 4, 4, 8, 1433
8000, 4, 4, 9, 1433
8000, 4, 4, 10, 1441
8000, 4, 4, 11, 1438
8000, 4, 4, 12, 1436
8000, 4, 4, 13, 1437
8000, 4, 4, 14, 1437
8000, 4, 4, 15, 1433
8000, 4, 4, 16, 1434
8000, 4, 4, 17, 1435
8000, 4, 4, 18, 1434
8000, 4, 4, 19, 1434
8000, 4, 4, 20, 1433
8000, 8, 4, 1, 1354
8000, 8, 4, 2, 1379
8000, 8, 4, 3, 1390
8000, 8, 4, 4, 1406
8000, 8, 4, 5, 1438
8000, 8, 4, 6, 1443
8000, 8, 4, 7, 1446
8000, 8, 4, 8, 1448
8000, 8, 4, 9, 1448
8000, 8, 4, 10, 1448
8000, 8, 4, 11, 1446
8000, 8, 4, 12, 1447
8000, 8, 4, 13, 1445
8000, 8, 4, 14, 1446
8000, 8, 4, 15, 1446
8000, 8, 4, 16, 1446
8000, 8, 4, 17, 1447
8000, 8, 4, 18, 1444
8000, 8, 4, 19, 1444
8000, 8, 4, 20, 1443
8000, 16, 4, 1, 1359
8000, 16, 4, 2, 1377
8000, 16, 4, 3, 1395
8000, 16, 4, 4, 1400
8000, 16, 4, 5, 1433
8000, 16, 4, 6, 1438
8000, 16, 4, 7, 1443
8000, 16, 4, 8, 1442
8000, 16, 4, 9, 1440
8000, 16, 4, 10, 1439
8000, 16, 4, 11, 1439
8000, 16, 4, 12, 1438
8000, 16, 4, 13, 1440
8000, 16, 4, 14, 1442
8000, 16, 4, 15, 1440
8000, 16, 4, 16, 1439
8000, 16, 4, 17, 1439
8000, 16, 4, 18, 1439
8000, 16, 4, 19, 1439
8000, 16, 4, 20, 1439
8000, 32, 4, 1, 1356
8000, 32, 4, 2, 1394
8000, 32, 4, 3, 1422
8000, 32, 4, 4, 1416
8000, 32, 4, 5, 1443
8000, 32, 4, 6, 1443
8000, 32, 4, 7, 1442
8000, 32, 4, 8, 1444
8000, 32, 4, 9, 1443
8000, 32, 4, 10, 1443
8000, 32, 4, 11, 1441
8000, 32, 4, 12, 1443
8000, 32, 4, 13, 1442
8000, 32, 4, 14, 1442
8000, 32, 4, 15, 1442
8000, 32, 4, 16, 1443
8000, 32, 4, 17, 1443
8000, 32, 4, 18, 1442
8000, 32, 4, 19, 1442
8000, 32, 4, 20, 1443
8000, 64, 4, 1, 1364
8000, 64, 4, 2, 1393
8000, 64, 4, 3, 1409
8000, 64, 4, 4, 1429
8000, 64, 4, 5, 1436
8000, 64, 4, 6, 1443
8000, 64, 4, 7, 1444
8000, 64, 4, 8, 1448
8000, 64, 4, 9, 1443
8000, 64, 4, 10, 1444
8000, 64, 4, 11, 1443
8000, 64, 4, 12, 1444
8000, 64, 4, 13, 1444
8000, 64, 4, 14, 1444
8000, 64, 4, 15, 1444
8000, 64, 4, 16, 1444
8000, 64, 4, 17, 1445
8000, 64, 4, 18, 1445
8000, 64, 4, 19, 1444
8000, 64, 4, 20, 1442
8000, 2, 8, 1, 1354
8000, 2, 8, 2, 1388
8000, 2, 8, 3, 1385
8000, 2, 8, 4, 1412
8000, 2, 8, 5, 1418
8000, 2, 8, 6, 1438
8000, 2, 8, 7, 1435
8000, 2, 8, 8, 1450
8000, 2, 8, 9, 1446
8000, 2, 8, 10, 1449
8000, 2, 8, 11, 1448
8000, 2, 8, 12, 1451
8000, 2, 8, 13, 1449
8000, 2, 8, 14, 1446
8000, 2, 8, 15, 1450
8000, 2, 8, 16, 1448
8000, 2, 8, 17, 1452
8000, 2, 8, 18, 1450
8000, 2, 8, 19, 1449
8000, 2, 8, 20, 1443
8000, 4, 8, 1, 1367
8000, 4, 8, 2, 1408
8000, 4, 8, 3, 1417
8000, 4, 8, 4, 1429
8000, 4, 8, 5, 1438
8000, 4, 8, 6, 1437
8000, 4, 8, 7, 1437
8000, 4, 8, 8, 1439
8000, 4, 8, 9, 1447
8000, 4, 8, 10, 1447
8000, 4, 8, 11, 1446
8000, 4, 8, 12, 1448
8000, 4, 8, 13, 1448
8000, 4, 8, 14, 1449
8000, 4, 8, 15, 1449
8000, 4, 8, 16, 1447
8000, 4, 8, 17, 1444
8000, 4, 8, 18, 1439
8000, 4, 8, 19, 1441
8000, 4, 8, 20, 1443
8000, 8, 8, 1, 1389
8000, 8, 8, 2, 1416
8000, 8, 8, 3, 1421
8000, 8, 8, 4, 1452
8000, 8, 8, 5, 1455
8000, 8, 8, 6, 1448
8000, 8, 8, 7, 1452
8000, 8, 8, 8, 1454
8000, 8, 8, 9, 1450
8000, 8, 8, 10, 1450
8000, 8, 8, 11, 1449
8000, 8, 8, 12, 1452
8000, 8, 8, 13, 1451
8000, 8, 8, 14, 1447
8000, 8, 8, 15, 1448
8000, 8, 8, 16, 1449
8000, 8, 8, 17, 1448
8000, 8, 8, 18, 1448
8000, 8, 8, 19, 1448
8000, 8, 8, 20, 1447
8000, 16, 8, 1, 1369
8000, 16, 8, 2, 1413
8000, 16, 8, 3, 1418
8000, 16, 8, 4, 1436
8000, 16, 8, 5, 1447
8000, 16, 8, 6, 1447
8000, 16, 8, 7, 1448
8000, 16, 8, 8, 1445
8000, 16, 8, 9, 1446
8000, 16, 8, 10, 1446
8000, 16, 8, 11, 1444
8000, 16, 8, 12, 1446
8000, 16, 8, 13, 1443
8000, 16, 8, 14, 1442
8000, 16, 8, 15, 1441
8000, 16, 8, 16, 1441
8000, 16, 8, 17, 1442
8000, 16, 8, 18, 1437
8000, 16, 8, 19, 1437
8000, 16, 8, 20, 1437
8000, 32, 8, 1, 1375
8000, 32, 8, 2, 1397
8000, 32, 8, 3, 1410
8000, 32, 8, 4, 1436
8000, 32, 8, 5, 1440
8000, 32, 8, 6, 1441
8000, 32, 8, 7, 1442
8000, 32, 8, 8, 1439
8000, 32, 8, 9, 1442
8000, 32, 8, 10, 1442
8000, 32, 8, 11, 1443
8000, 32, 8, 12, 1442
8000, 32, 8, 13, 1441
8000, 32, 8, 14, 1441
8000, 32, 8, 15, 1441
8000, 32, 8, 16, 1441
8000, 32, 8, 17, 1442
8000, 32, 8, 18, 1442
8000, 32, 8, 19, 1442
8000, 32, 8, 20, 1442
8000, 64, 8, 1, 1372
8000, 64, 8, 2, 1408
8000, 64, 8, 3, 1414
8000, 64, 8, 4, 1442
8000, 64, 8, 5, 1447
8000, 64, 8, 6, 1453
8000, 64, 8, 7, 1450
8000, 64, 8, 8, 1451
8000, 64, 8, 9, 1451
8000, 64, 8, 10, 1449
8000, 64, 8, 11, 1449
8000, 64, 8, 12, 1451
8000, 64, 8, 13, 1451
8000, 64, 8, 14, 1449
8000, 64, 8, 15, 1450
8000, 64, 8, 16, 1450
8000, 64, 8, 17, 1450
8000, 64, 8, 18, 1449
8000, 64, 8, 19, 1449
8000, 64, 8, 20, 1449
10000, 2, 2, 1, 1276
10000, 2, 2, 2, 1240
10000, 2, 2, 3, 1256
10000, 2, 2, 4, 1272
10000, 2, 2, 5, 1257
10000, 2, 2, 6, 1256
10000, 2, 2, 7, 1312
10000, 2, 2, 8, 1317
10000, 2, 2, 9, 1319
10000, 2, 2, 10, 1297
10000, 2, 2, 11, 1289
10000, 2, 2, 12, 1299
10000, 2, 2, 13, 1270
10000, 2, 2, 14, 1287
10000, 2, 2, 15, 1290
10000, 2, 2, 16, 1303
10000, 2, 2, 17, 1275
10000, 2, 2, 18, 1281
10000, 2, 2, 19, 1270
10000, 2, 2, 20, 1289
10000, 4, 2, 1, 1284
10000, 4, 2, 2, 1252
10000, 4, 2, 3, 1257
10000, 4, 2, 4, 1247
10000, 4, 2, 5, 1208
10000, 4, 2, 6, 1196
10000, 4, 2, 7, 1160
10000, 4, 2, 8, 1145
10000, 4, 2, 9, 1146
10000, 4, 2, 10, 1138
10000, 4, 2, 11, 1037
10000, 8, 2, 1, 1281
10000, 8, 2, 2, 1267
10000, 8, 2, 3, 1288
10000, 8, 2, 4, 1286
10000, 8, 2, 5, 1267
10000, 8, 2, 6, 1281
10000, 8, 2, 7, 1324
10000, 8, 2, 8, 1315
10000, 8, 2, 9, 1333
10000, 8, 2, 10, 1324
10000, 8, 2, 11, 1344
10000, 8, 2, 12, 1322
10000, 8, 2, 13, 1328
10000, 8, 2, 14, 1326
10000, 8, 2, 15, 1365
10000, 8, 2, 16, 1366
10000, 8, 2, 17, 1380
10000, 8, 2, 18, 1385
10000, 8, 2, 19, 1389
10000, 8, 2, 20, 1388
10000, 16, 2, 1, 1288
10000, 16, 2, 2, 1276
10000, 16, 2, 3, 1291
10000, 16, 2, 4, 1319
10000, 16, 2, 5, 1334
10000, 16, 2, 6, 1332
10000, 16, 2, 7, 1343
10000, 16, 2, 8, 1365
10000, 16, 2, 9, 1356
10000, 16, 2, 10, 1381
10000, 16, 2, 11, 1373
10000, 16, 2, 12, 1390
10000, 16, 2, 13, 1399
10000, 16, 2, 14, 1398
10000, 16, 2, 15, 1398
10000, 16, 2, 16, 1400
10000, 16, 2, 17, 1398
10000, 16, 2, 18, 1399
10000, 16, 2, 19, 1400
10000, 16, 2, 20, 1398
10000, 32, 2, 1, 1282
10000, 32, 2, 2, 1258
10000, 32, 2, 3, 1273
10000, 32, 2, 4, 1308
10000, 32, 2, 5, 1317
10000, 32, 2, 6, 1349
10000, 32, 2, 7, 1332
10000, 32, 2, 8, 1355
10000, 32, 2, 9, 1347
10000, 32, 2, 10, 1347
10000, 32, 2, 11, 1341
10000, 32, 2, 12, 1341
10000, 32, 2, 13, 1340
10000, 32, 2, 14, 1334
10000, 32, 2, 15, 1344
10000, 32, 2, 16, 1342
10000, 32, 2, 17, 1315
10000, 32, 2, 18, 1335
10000, 32, 2, 19, 1331
10000, 32, 2, 20, 1348
10000, 64, 2, 1, 1289
10000, 64, 2, 2, 1272
10000, 64, 2, 3, 1281
10000, 64, 2, 4, 1303
10000, 64, 2, 5, 1274
10000, 64, 2, 6, 1288
10000, 64, 2, 7, 1285
10000, 64, 2, 8, 1323
10000, 64, 2, 9, 1330
10000, 64, 2, 10, 1324
10000, 64, 2, 11, 1324
10000, 64, 2, 12, 1330
10000, 64, 2, 13, 1315
10000, 64, 2, 14, 1271
10000, 64, 2, 15, 1274
10000, 64, 2, 16, 1287
10000, 64, 2, 17, 1252
10000, 64, 2, 18, 1270
10000, 64, 2, 19, 1292
10000, 64, 2, 20, 1279
10000, 2, 4, 1, 1341
10000, 2, 4, 2, 1350
10000, 2, 4, 3, 1355
10000, 2, 4, 4, 1393
10000, 2, 4, 5, 1410
10000, 2, 4, 6, 1422
10000, 2, 4, 7, 1430
10000, 2, 4, 8, 1430
10000, 2, 4, 9, 1429
10000, 2, 4, 10, 1429
10000, 2, 4, 11, 1431
10000, 2, 4, 12, 1431
10000, 2, 4, 13, 1432
10000, 2, 4, 14, 1435
10000, 2, 4, 15, 1436
10000, 2, 4, 16, 1429
10000, 2, 4, 17, 1432
10000, 2, 4, 18, 1429
10000, 2, 4, 19, 1430
10000, 2, 4, 20, 1433
10000, 4, 4, 1, 1340
10000, 4, 4, 2, 1389
10000, 4, 4, 3, 1390
10000, 4, 4, 4, 1400
10000, 4, 4, 5, 1421
10000, 4, 4, 6, 1438
10000, 4, 4, 7, 1443
10000, 4, 4, 8, 1448
10000, 4, 4, 9, 1451
10000, 4, 4, 10, 1448
10000, 4, 4, 11, 1450
10000, 4, 4, 12, 1450
10000, 4, 4, 13, 1447
10000, 4, 4, 14, 1443
10000, 4, 4, 15, 1444
10000, 4, 4, 16, 1444
10000, 4, 4, 17, 1444
10000, 4, 4, 18, 1443
10000, 4, 4, 19, 1443
10000, 4, 4, 20, 1441
10000, 8, 4, 1, 1354
10000, 8, 4, 2, 1375
10000, 8, 4, 3, 1364
10000, 8, 4, 4, 1375
10000, 8, 4, 5, 1398
10000, 8, 4, 6, 1430
10000, 8, 4, 7, 1447
10000, 8, 4, 8, 1444
10000, 8, 4, 9, 1443
10000, 8, 4, 10, 1444
10000, 8, 4, 11, 1443
10000, 8, 4, 12, 1446
10000, 8, 4, 13, 1443
10000, 8, 4, 14, 1445
10000, 8, 4, 15, 1446
10000, 8, 4, 16, 1444
10000, 8, 4, 17, 1443
10000, 8, 4, 18, 1445
10000, 8, 4, 19, 1445
10000, 8, 4, 20, 1445
10000, 16, 4, 1, 1363
10000, 16, 4, 2, 1402
10000, 16, 4, 3, 1407
10000, 16, 4, 4, 1403
10000, 16, 4, 5, 1424
10000, 16, 4, 6, 1448
10000, 16, 4, 7, 1446
10000, 16, 4, 8, 1449
10000, 16, 4, 9, 1446
10000, 16, 4, 10, 1446
10000, 16, 4, 11, 1447
10000, 16, 4, 12, 1446
10000, 16, 4, 13, 1443
10000, 16, 4, 14, 1442
10000, 16, 4, 15, 1442
10000, 16, 4, 16, 1445
10000, 16, 4, 17, 1442
10000, 16, 4, 18, 1443
10000, 16, 4, 19, 1443
10000, 16, 4, 20, 1443
10000, 32, 4, 1, 1359
10000, 32, 4, 2, 1379
10000, 32, 4, 3, 1384
10000, 32, 4, 4, 1391
10000, 32, 4, 5, 1415
10000, 32, 4, 6, 1439
10000, 32, 4, 7, 1435
10000, 32, 4, 8, 1437
10000, 32, 4, 9, 1439
10000, 32, 4, 10, 1442
10000, 32, 4, 11, 1440
10000, 32, 4, 12, 1440
10000, 32, 4, 13, 1440
10000, 32, 4, 14, 1439
10000, 32, 4, 15, 1438
10000, 32, 4, 16, 1436
10000, 32, 4, 17, 1436
10000, 32, 4, 18, 1436
10000, 32, 4, 19, 1437
10000, 32, 4, 20, 1437
10000, 64, 4, 1, 1355
10000, 64, 4, 2, 1395
10000, 64, 4, 3, 1411
10000, 64, 4, 4, 1420
10000, 64, 4, 5, 1427
10000, 64, 4, 6, 1432
10000, 64, 4, 7, 1438
10000, 64, 4, 8, 1440
10000, 64, 4, 9, 1438
10000, 64, 4, 10, 1437
10000, 64, 4, 11, 1437
10000, 64, 4, 12, 1438
10000, 64, 4, 13, 1437
10000, 64, 4, 14, 1437
10000, 64, 4, 15, 1438
10000, 64, 4, 16, 1438
10000, 64, 4, 17, 1437
10000, 64, 4, 18, 1438
10000, 64, 4, 19, 1438
10000, 64, 4, 20, 1438
10000, 2, 8, 1, 1364
10000, 2, 8, 2, 1373
10000, 2, 8, 3, 1370
10000, 2, 8, 4, 1402
10000, 2, 8, 5, 1425
10000, 2, 8, 6, 1438
10000, 2, 8, 7, 1447
10000, 2, 8, 8, 1446
10000, 2, 8, 9, 1441
10000, 2, 8, 10, 1446
10000, 2, 8, 11, 1445
10000, 2, 8, 12, 1441
10000, 2, 8, 13, 1444
10000, 2, 8, 14, 1444
10000, 2, 8, 15, 1445
10000, 2, 8, 16, 1443
10000, 2, 8, 17, 1443
10000, 2, 8, 18, 1446
10000, 2, 8, 19, 1442
10000, 2, 8, 20, 1444
10000, 4, 8, 1, 1368
10000, 4, 8, 2, 1399
10000, 4, 8, 3, 1393
10000, 4, 8, 4, 1421
10000, 4, 8, 5, 1432
10000, 4, 8, 6, 1444
10000, 4, 8, 7, 1446
10000, 4, 8, 8, 1449
10000, 4, 8, 9, 1450
10000, 4, 8, 10, 1453
10000, 4, 8, 11, 1449
10000, 4, 8, 12, 1449
10000, 4, 8, 13, 1449
10000, 4, 8, 14, 1452
10000, 4, 8, 15, 1449
10000, 4, 8, 16, 1450
10000, 4, 8, 17, 1450
10000, 4, 8, 18, 1450
10000, 4, 8, 19, 1450
10000, 4, 8, 20, 1450
10000, 8, 8, 1, 1375
10000, 8, 8, 2, 1418
10000, 8, 8, 3, 1418
10000, 8, 8, 4, 1435
10000, 8, 8, 5, 1451
10000, 8, 8, 6, 1451
10000, 8, 8, 7, 1449
10000, 8, 8, 8, 1446
10000, 8, 8, 9, 1449
10000, 8, 8, 10, 1449
10000, 8, 8, 11, 1447
10000, 8, 8, 12, 1448
10000, 8, 8, 13, 1447
10000, 8, 8, 14, 1446
10000, 8, 8, 15, 1450
10000, 8, 8, 16, 1449
10000, 8, 8, 17, 1447
10000, 8, 8, 18, 1445
10000, 8, 8, 19, 1446
10000, 8, 8, 20, 1447
10000, 16, 8, 1, 1376
10000, 16, 8, 2, 1407
10000, 16, 8, 3, 1411
10000, 16, 8, 4, 1440
10000, 16, 8, 5, 1442
10000, 16, 8, 6, 1444
10000, 16, 8, 7, 1444
10000, 16, 8, 8, 1446
10000, 16, 8, 9, 1447
10000, 16, 8, 10, 1448
10000, 16, 8, 11, 1447
10000, 16, 8, 12, 1448
10000, 16, 8, 13, 1448
10000, 16, 8, 14, 1448
10000, 16, 8, 15, 1447
10000, 16, 8, 16, 1447
10000, 16, 8, 17, 1446
10000, 16, 8, 18, 1446
10000, 16, 8, 19, 1445
10000, 16, 8, 20, 1445
10000, 32, 8, 1, 1377
10000, 32, 8, 2, 1420
10000, 32, 8, 3, 1432
10000, 32, 8, 4, 1456
10000, 32, 8, 5, 1454
10000, 32, 8, 6, 1454
10000, 32, 8, 7, 1457
10000, 32, 8, 8, 1456
10000, 32, 8, 9, 1456
10000, 32, 8, 10, 1456
10000, 32, 8, 11, 1456
10000, 32, 8, 12, 1459
10000, 32, 8, 13, 1459
10000, 32, 8, 14, 1457
10000, 32, 8, 15, 1457
10000, 32, 8, 16, 1457
10000, 32, 8, 17, 1455
10000, 32, 8, 18, 1456
10000, 32, 8, 19, 1455
10000, 32, 8, 20, 1454
10000, 64, 8, 1, 1369
10000, 64, 8, 2, 1411
10000, 64, 8, 3, 1425
10000, 64, 8, 4, 1443
10000, 64, 8, 5, 1445
10000, 64, 8, 6, 1446
10000, 64, 8, 7, 1442
10000, 64, 8, 8, 1445
10000, 64, 8, 9, 1445
10000, 64, 8, 10, 1446
10000, 64, 8, 11, 1445
10000, 64, 8, 12, 1445
10000, 64, 8, 13, 1445
10000, 64, 8, 14, 1444
10000, 64, 8, 15, 1443
10000, 64, 8, 16, 1446
10000, 64, 8, 17, 1446
10000, 64, 8, 18, 1446
10000, 64, 8, 19, 1446
10000, 64, 8, 20, 1446
